school,conf,rk,w,l,wl,ap_pre,ap_high,ap_final,ncaa_numeric,season,coaches,year
lafayette,Ind,90,10,7,0.725202884808359,30,30,30,0,1927-28,Michael Miller (10-7),1927
lafayette,Ind,91,3,14,0.21660553594486953,30,30,30,0,1926-27,Michael Miller (3-14),1926
lafayette,Ind,92,6,13,0.6640694178583644,30,30,30,0,1925-26,Michael Miller (6-13),1925
lafayette,Ind,93,8,11,0.398804059458447,30,30,30,0,1924-25,William Anderson (8-11),1924
lafayette,Ind,94,6,14,0.8734445262582322,30,30,30,0,1923-24,William Anderson (6-14),1923
lafayette,Ind,95,12,8,0.7227596925272451,30,30,30,0,1922-23,William Anderson (12-8),1922
lafayette,Ind,96,11,6,0.8906431961924095,30,30,30,0,1921-22,William Anderson (11-6),1921
lafayette,Ind,97,11,4,0.027184965804636696,30,30,30,0,1920-21,William Anderson (11-4),1920
lafayette,Ind,98,3,7,0.7930713566837956,30,30,30,0,1919-20,W.F. McAvoy (3-7),1919
lafayette,Ind,99,12,4,0.21024920310028883,30,30,30,0,1918-19,William Anderson (12-4),1918
lafayette,Ind,100,15,7,0.012829031193348217,30,30,30,0,1917-18,William Anderson (15-7),1917
lafayette,Ind,101,15,9,0.6497693802855268,30,30,30,0,1916-17,W.G. Crowell (15-9),1916
lafayette,Ind,102,7,9,0.2247123671725484,30,30,30,0,1915-16,W.G. Crowell (7-9),1915
lafayette,Ind,103,4,10,0.7945363435859544,30,30,30,0,1914-15,"Joseph Fogarty (2-5), W.G. Crowell (2-5)",1914
lafayette,Ind,104,5,7,0.892071367888887,30,30,30,0,1913-14,No coach,1913
lafayette,Ind,105,18,16,0.42314324987081287,30,30,30,0,1902-03,No coach,1902
lafayette,Ind,106,5,5,0.9002883249939249,30,30,30,0,1901-02,No coach,1901
lafayette,Ind,107,4,3,0.11059291719338471,30,30,30,0,1900-01,No coach,1900
lamar,Southland,1,19,14,0.43156431724287003,30,30,30,0,2016-17,Tic Price (19-14),2016
lamar,Southland,2,11,19,0.0012953573006314612,30,30,30,0,2015-16,Tic Price (11-19),2015
lamar,Southland,3,15,15,0.24236916412488596,30,30,30,0,2014-15,Tic Price (15-15),2014
lamar,Southland,4,4,26,0.6716502521048168,30,30,30,0,2013-14,"Pat Knight (3-22), Tic Price (1-4)",2013
lamar,Southland,5,3,28,0.10661008360612045,30,30,30,0,2012-13,Pat Knight (3-28),2012
lamar,Southland,6,23,12,0.16796907021743468,30,30,30,1,2011-12,Pat Knight (23-12),2011
lamar,Southland,7,13,17,0.07087272947501488,30,30,30,0,2010-11,Steve Roccaforte (13-17),2010
lamar,Southland,8,14,18,0.16652739293030394,30,30,30,0,2009-10,Steve Roccaforte (14-18),2009
lamar,Southland,9,15,15,0.44589767408608183,30,30,30,0,2008-09,Steve Roccaforte (15-15),2008
lamar,Southland,10,19,11,0.7438676611150212,30,30,30,0,2007-08,Steve Roccaforte (19-11),2007
lamar,Southland,11,15,17,0.29941411081920766,30,30,30,0,2006-07,Steve Roccaforte (15-17),2006
lamar,Southland,12,17,14,0.42031846548471385,30,30,30,0,2005-06,Billy Tubbs (17-14),2005
lamar,Southland,13,18,11,0.5564506626577856,30,30,30,0,2004-05,Billy Tubbs (18-11),2004
lamar,Southland,14,11,18,0.12434123654499896,30,30,30,0,2003-04,Billy Tubbs (11-18),2003
lamar,Southland,15,13,14,0.9535264393394743,30,30,30,0,2002-03,Mike Deane (13-14),2002
lamar,Southland,16,15,14,0.794790924622259,30,30,30,0,2001-02,Mike Deane (15-14),2001
lamar,Southland,17,9,18,0.42885893718421797,30,30,30,0,2000-01,Mike Deane (9-18),2000
lamar,Southland,18,15,16,0.9178711633909292,30,30,30,1,1999-00,Mike Deane (15-16),1999
lamar,Southland,19,17,11,0.8599003597644648,30,30,30,0,1998-99,Grey Giovanine (17-11),1998
lamar,Sun Belt,20,15,14,0.010664094437771277,30,30,30,0,1997-98,Grey Giovanine (15-14),1997
lamar,Sun Belt,21,15,12,0.35360287016368275,30,30,30,0,1996-97,Grey Giovanine (15-12),1996
lamar,Sun Belt,22,12,15,0.22770808771668294,30,30,30,0,1995-96,Grey Giovanine (12-15),1995
lamar,Sun Belt,23,11,16,0.023777398692900742,30,30,30,0,1994-95,Grey Giovanine (11-16),1994
lamar,Sun Belt,24,10,17,0.8424815747308159,30,30,30,0,1993-94,Grey Giovanine (10-17),1993
lamar,Sun Belt,25,15,12,0.9650008742357734,30,30,30,0,1992-93,Mike Newell (15-12),1992
lamar,Sun Belt,26,12,19,0.3823131044539868,30,30,30,0,1991-92,Mike Newell (12-19),1991
lamar,ASC,27,15,13,0.8313756744665362,30,30,30,0,1990-91,Mike Newell (15-13),1990
lamar,ASC,28,7,21,0.4986614240879643,30,30,30,0,1989-90,Tony Branch (7-21),1989
lamar,ASC,29,12,16,0.8586289953636687,30,30,30,0,1988-89,Tony Branch (12-16),1988
lamar,ASC,30,20,11,0.24382125903926666,30,30,30,0,1987-88,Tom Abatemarco (20-11),1987
lamar,Southland,31,14,15,0.9662373856228477,30,30,30,0,1986-87,Tom Abatemarco (14-15),1986
lamar,Southland,32,18,12,0.33308784162217087,30,30,30,0,1985-86,Pat Foster (18-12),1985
lamar,Southland,33,20,12,0.2881774870087709,30,30,30,0,1984-85,Pat Foster (20-12),1984
lamar,Southland,34,26,5,0.5016950347380377,30,30,30,0,1983-84,Pat Foster (26-5),1983
lamar,Southland,35,23,8,0.7398447870120327,30,30,30,2,1982-83,Pat Foster (23-8),1982
lamar,Southland,36,22,7,0.5577865669174263,30,30,30,0,1981-82,Pat Foster (22-7),1981
lamar,Southland,37,25,5,0.2889056374320129,30,19,30,2,1980-81,Pat Foster (25-5),1980
lamar,Southland,38,22,11,0.2611072572390125,30,30,30,8,1979-80,Billy Tubbs (22-11),1979
lamar,Southland,39,23,9,0.05533148215963479,30,30,30,2,1978-79,Billy Tubbs (23-9),1978
lamar,Southland,40,18,9,0.1826456008862346,30,30,30,0,1977-78,Billy Tubbs (18-9),1977
lamar,Southland,41,12,17,0.8756417495190686,30,30,30,0,1976-77,Billy Tubbs (12-17),1976
lamar,Southland,42,10,14,0.2702405150378303,30,30,30,0,1975-76,Jack Martin (10-14),1975
lamar,Southland,43,7,16,0.0809155177017461,30,30,30,0,1974-75,Jack Martin (7-16),1974
lamar,Southland,44,6,19,0.2554033237541753,30,30,30,0,1973-74,Jack Martin (6-19),1973
lamar,Southland,45,11,13,0.7709062833233811,30,30,30,0,1972-73,Jack Martin (11-13),1972
lamar,Southland,46,13,13,0.6284639277389108,30,30,30,0,1971-72,Jack Martin (13-13),1971
lamar,Southland,47,11,13,0.23953604229405767,30,30,30,0,1970-71,Jack Martin (11-13),1970
lamar,Southland,48,15,9,0.20232313401676705,30,30,30,0,1969-70,Jack Martin (15-9),1969
lamar,Southland,49,20,4,0.39320907382924086,30,30,30,0,1968-69-nm,Jack Martin (20-4),1968
lehigh,Patriot,1,20,12,0.9902530700887788,30,30,30,0,2016-17,Brett Reed (20-12),2016
lehigh,Patriot,2,17,15,0.6523805437188632,30,30,30,0,2015-16,Brett Reed (17-15),2015
lehigh,Patriot,3,16,14,0.7573320050339699,30,30,30,0,2014-15,Brett Reed (16-14),2014
lehigh,Patriot,4,14,18,0.8483565033031092,30,30,30,0,2013-14,Brett Reed (14-18),2013
lehigh,Patriot,5,21,10,0.9477276051016618,30,30,30,0,2012-13,Brett Reed (21-10),2012
lehigh,Patriot,6,27,8,0.11856274478761952,30,30,30,4,2011-12,Brett Reed (27-8),2011
lehigh,Patriot,7,16,15,0.15695663908203727,30,30,30,0,2010-11,Brett Reed (16-15),2010
lehigh,Patriot,8,22,11,0.14259823232588764,30,30,30,1,2009-10,Brett Reed (22-11),2009
lehigh,Patriot,9,15,14,0.39597687468580767,30,30,30,0,2008-09,Brett Reed (15-14),2008
lehigh,Patriot,10,14,15,0.29867121611411507,30,30,30,0,2007-08,Brett Reed (14-15),2007
lehigh,Patriot,11,12,19,0.6619195758403489,30,30,30,0,2006-07,Billy Taylor (12-19),2006
lehigh,Patriot,12,19,12,0.6324573344394541,30,30,30,0,2005-06,Billy Taylor (19-12),2005
lehigh,Patriot,13,14,15,0.5626749688721169,30,30,30,0,2004-05,Billy Taylor (14-15),2004
lehigh,Patriot,14,20,11,0.12155374585716427,30,30,30,1,2003-04,Billy Taylor (20-11),2003
lehigh,Patriot,15,16,12,0.7031229305585546,30,30,30,0,2002-03,Billy Taylor (16-12),2002
lehigh,Patriot,16,5,23,0.706148868844549,30,30,30,0,2001-02,Sal Mentesana (5-23),2001
lehigh,Patriot,17,13,16,0.15308479539556064,30,30,30,0,2000-01,Sal Mentesana (13-16),2000
lehigh,Patriot,18,8,21,0.5113086232774973,30,30,30,0,1999-00,Sal Mentesana (8-21),1999
lehigh,Patriot,19,6,22,0.04722336010299433,30,30,30,0,1998-99,Sal Mentesana (6-22),1998
lehigh,Patriot,20,10,17,0.19861197673819764,30,30,30,0,1997-98,Sal Mentesana (10-17),1997
lehigh,Patriot,21,1,26,0.07567990708183836,30,30,30,0,1996-97,Sal Mentesana (1-26),1996
lehigh,Patriot,22,4,23,0.05121843063898557,30,30,30,0,1995-96,Dave Duke (4-23),1995
lehigh,Patriot,23,11,16,0.19339672708397626,30,30,30,0,1994-95,Dave Duke (11-16),1994
lehigh,Patriot,24,10,17,0.23928962316680535,30,30,30,0,1993-94,Dave Duke (10-17),1993
lehigh,Patriot,25,4,23,0.6895435000540847,30,30,30,0,1992-93,Dave Duke (4-23),1992
lehigh,Patriot,26,14,15,0.8065373460793491,30,30,30,0,1991-92,Dave Duke (14-15),1991
lehigh,Patriot,27,19,10,0.4704744227854891,30,30,30,0,1990-91,Dave Duke (19-10),1990
lehigh,ECC,28,18,12,0.8908617381863534,30,30,30,0,1989-90,Dave Duke (18-12),1989
lehigh,ECC,29,10,18,0.4717979624656644,30,30,30,0,1988-89,Dave Duke (10-18),1988
lehigh,ECC,30,21,10,0.532081422318981,30,30,30,1,1987-88,Fran McCaffery (21-10),1987
lehigh,ECC,31,15,14,0.869126931652425,30,30,30,0,1986-87,Fran McCaffery (15-14),1986
lehigh,ECC,32,13,15,0.06470213055089247,30,30,30,0,1985-86,Fran McCaffery (13-15),1985
lehigh,ECC,33,12,19,0.31277807698985116,30,30,30,1,1984-85,Tom Schneider (12-19),1984
lehigh,ECC,34,4,23,0.24465280057504757,30,30,30,0,1983-84,Tom Schneider (4-23),1983
lehigh,ECC,35,10,16,0.2712118624723081,30,30,30,0,1982-83,Brian Hill (10-16),1982
lehigh,ECC,36,9,17,0.8380274186637884,30,30,30,0,1981-82,Brian Hill (9-17),1981
lehigh,ECC,37,14,12,0.10718773976399554,30,30,30,0,1980-81,Brian Hill (14-12),1980
lehigh,ECC,38,5,20,0.7762021575982995,30,30,30,0,1979-80,Brian Hill (5-20),1979
lehigh,ECC,39,8,18,0.9307156844962065,30,30,30,0,1978-79,Brian Hill (8-18),1978
lehigh,ECC,40,8,18,0.15461595377959136,30,30,30,0,1977-78,Brian Hill (8-18),1977
lehigh,ECC,41,12,15,0.4076993559076848,30,30,30,0,1976-77,Brian Hill (12-15),1976
lehigh,ECC,42,9,15,0.8488775886934388,30,30,30,0,1975-76,Brian Hill (9-15),1975
lehigh,ECC,43,1,23,0.5250322644986574,30,30,30,0,1974-75,Tom Pugliese (1-23),1974
lehigh,Mid-Atl,44,3,21,0.7129858017580505,30,30,30,0,1973-74,Tom Pugliese (3-21),1973
lehigh,Mid-Atl,45,8,17,0.9870861627016558,30,30,30,0,1972-73,Tom Pugliese (8-17),1972
lehigh,Mid-Atl,46,10,14,0.6995208394392982,30,30,30,0,1971-72,Roy Heckman (10-14),1971
lehigh,Mid-Atl,47,10,16,0.6954120597656362,30,30,30,0,1970-71,Roy Heckman (10-16),1970
lehigh,Mid-Atl,48,13,14,0.7605979748135338,30,30,30,0,1969-70,Roy Heckman (13-14),1969
lehigh,Mid-Atl,49,7,17,0.11880820429038874,30,30,30,0,1968-69,Roy Heckman (7-17),1968
lehigh,Mid-Atl,50,12,11,0.4973746261663883,30,30,30,0,1967-68,Roy Heckman (12-11),1967
lehigh,Mid-Atl,51,11,12,0.8944300119691191,30,30,30,0,1966-67,Pete Carril (11-12),1966
lehigh,Mid-Atl,52,4,17,0.5899225778205489,30,30,30,0,1965-66,Anthony Packer (4-17),1965
lehigh,Mid-Atl,53,7,13,0.8220297765274711,30,30,30,0,1964-65,Anthony Packer (7-13),1964
lehigh,Mid-Atl,54,5,17,0.19640321784713166,30,30,30,0,1963-64,Anthony Packer (5-17),1963
lehigh,Mid-Atl,55,6,19,0.2691716014468176,30,30,30,0,1962-63,Anthony Packer (6-19),1962
lehigh,Mid-Atl,56,7,12,0.6498031507509977,30,30,30,0,1961-62,Anthony Packer (7-12),1961
lehigh,Mid-Atl,57,5,16,0.6187192192339512,30,30,30,0,1960-61,Anthony Packer (5-16),1960
lehigh,Mid-Atl,58,6,16,0.533819488496046,30,30,30,0,1959-60,Anthony Packer (6-16),1959
lehigh,Mid-Atl,59,6,16,0.05943548637506346,30,30,30,0,1958-59,Anthony Packer (6-16),1958
lehigh,Ind,60,8,10,0.2229082193421671,30,30,30,0,1957-58,Anthony Packer (8-10),1957
lehigh,Ind,61,8,10,0.05092182641599663,30,30,30,0,1956-57,Anthony Packer (8-10),1956
lehigh,Ind,62,7,11,0.33006729783168975,30,30,30,0,1955-56,Anthony Packer (7-11),1955
lehigh,Ind,63,10,11,0.11371982281492188,30,30,30,0,1954-55,Anthony Packer (10-11),1954
lehigh,Ind,64,8,12,0.15782429888942728,30,30,30,0,1953-54,Anthony Packer (8-12),1953
lehigh,Ind,65,12,8,0.41459091638281,30,30,30,0,1952-53,Anthony Packer (12-8),1952
lehigh,Mid-3,66,7,12,0.19793149491974493,30,30,30,0,1951-52,Anthony Packer (7-12),1951
lehigh,Mid-3,67,6,13,0.5699267346671872,30,30,30,0,1950-51,Anthony Packer (6-13),1950
lehigh,Mid-3,68,4,14,0.43195581384269244,30,30,30,0,1949-50,Daniel Yarbo (4-14),1949
lehigh,MASCN,69,7,11,0.6596528802221088,30,30,30,0,1948-49,Daniel Yarbo (7-11),1948
lehigh,MASCN,70,2,16,0.741557158658095,30,30,30,0,1947-48,Daniel Yarbo (2-16),1947
lehigh,MASCN,71,5,13,0.68529658890912,30,30,30,0,1946-47,Daniel Yarbo (5-13),1946
lehigh,MASCN,72,3,13,0.8110607062979823,30,30,30,0,1945-46,Leo Prendergast (3-13),1945
lehigh,Ind,73,2,16,0.9032211084302897,30,30,30,0,1944-45,Leo Prendergast (2-16),1944
lehigh,Ind,74,4,12,0.5004032094045463,30,30,30,0,1943-44,Leo Prendergast (4-12),1943
lehigh,Mid-3,75,5,10,0.2554140147622336,30,30,30,0,1942-43,James Gordon (5-10),1942
lehigh,Ind,76,7,8,0.5066713703190069,30,30,30,0,1941-42,Marty Westerman (7-8),1941
lehigh,Ind,77,5,12,0.23662769440735143,30,30,30,0,1940-41,Paul Calvert (5-12),1940
lehigh,Ind,78,5,10,0.9224809508818872,30,30,30,0,1939-40,Paul Calvert (5-10),1939
lehigh,Ind,79,10,5,0.7867499743250262,30,30,30,0,1938-39,Paul Calvert (10-5),1938
lehigh,Ind,80,7,8,0.7921591877069889,30,30,30,0,1937-38,Paul Calvert (7-8),1937
lehigh,Ind,81,5,10,0.36917136363936365,30,30,30,0,1936-37,Glen Harmeson (5-10),1936
lehigh,Ind,82,5,7,0.14450389059940927,30,30,30,0,1935-36,Glen Harmeson (5-7),1935
lehigh,Ind,83,4,10,0.8700740174015739,30,30,30,0,1934-35,Glen Harmeson (4-10),1934
lehigh,Ind,84,5,9,0.10188388656460146,30,30,30,0,1933-34,Fay Bartlett (5-9),1933
lehigh,Ind,85,9,7,0.35331154653301,30,30,30,0,1932-33,Fay Bartlett (9-7),1932
lehigh,Ind,86,6,11,0.2818388499731531,30,30,30,0,1931-32,Roy Geary (6-11),1931
lehigh,Ind,87,4,14,0.04742665055164741,30,30,30,0,1930-31,Roy Geary (4-14),1930
lehigh,Ind,88,9,5,0.7541402378345927,30,30,30,0,1929-30,Roy Geary (9-5),1929
lehigh,Ind,89,7,7,0.7573571067327103,30,30,30,0,1928-29,Roy Geary (7-7),1928
lehigh,Ind,90,10,5,0.33901299544450436,30,30,30,0,1927-28,Roy Geary (10-5),1927
lehigh,Ind,91,9,6,0.9119977631659797,30,30,30,0,1926-27,Roy Geary (9-6),1926
lehigh,Ind,92,13,1,0.612292706572129,30,30,30,0,1925-26,Charles Lingle (13-1),1925
lehigh,Ind,93,11,4,0.3503270904504737,30,30,30,0,1924-25,James Baldwin (11-4),1924
lehigh,Ind,94,12,3,0.8026535092067159,30,30,30,0,1923-24,James Baldwin (12-3),1923
lehigh,Ind,95,9,10,0.8741877554992846,30,30,30,0,1922-23,James Baldwin (9-10),1922
lehigh,Ind,96,7,9,0.09511363499151271,30,30,30,0,1921-22,Ray Fisher (7-9),1921
lehigh,Ind,97,6,8,0.5145945874214473,30,30,30,0,1920-21,J. Murphy (6-8),1920
lehigh,Ind,98,5,7,0.42559232567926175,30,30,30,0,1919-20,J. Murphy (5-7),1919
lehigh,Ind,99,8,5,0.16684360604081871,30,30,30,0,1918-19,Roy Geary (8-5),1918
lehigh,Ind,100,11,9,0.8367137851223694,30,30,30,0,1917-18,Roy Geary (11-9),1917
lehigh,Ind,101,15,4,0.10096346575449933,30,30,30,0,1916-17,Roy Geary (15-4),1916
lehigh,Ind,102,12,11,0.5984412731275778,30,30,30,0,1915-16,Harry Haring (12-11),1915
lehigh,Ind,103,9,7,0.8846262002307509,30,30,30,0,1914-15,S.E. Muthart (9-7),1914
lehigh,Ind,104,12,2,0.7004098814103076,30,30,30,0,1913-14,S.E. Muthart (12-2),1913
lehigh,Ind,105,12,2,0.21081297046096648,30,30,30,0,1912-13,Tom Keady (12-2),1912
lehigh,Ind,106,10,4,0.3707594639704883,30,30,30,0,1911-12,J.W. Pollard (10-4),1911
lehigh,Ind,107,3,4,0.44435120441492126,30,30,30,0,1910-11,J.W. Pollard (3-4),1910
lehigh,Ind,108,6,2,0.21954870296496876,30,30,30,0,1909-10,J.W. Pollard (6-2),1909
lehigh,Ind,109,5,5,0.5822305469984086,30,30,30,0,1908-09,J.W. Pollard (5-5),1908
lehigh,Ind,110,6,1,0.5137163179254852,30,30,30,0,1907-08,J.W. Pollard (6-1),1907
lehigh,Ind,111,9,2,0.32193261062635947,30,30,30,0,1906-07,J.W. Pollard (9-2),1906
lehigh,Ind,112,6,6,0.3114144824067707,30,30,30,0,1905-06,J.W. Pollard (6-6),1905
lehigh,Ind,113,4,5,0.7131885112657738,30,30,30,0,1904-05,J.W. Pollard (4-5),1904
lehigh,Ind,114,5,2,0.5633748076431863,30,30,30,0,1903-04,J.W. Pollard (5-2),1903
lehigh,Ind,115,4,2,0.3275023270721735,30,30,30,0,1902-03,J.W. Pollard (4-2),1902
lehigh,Ind,116,9,5,0.7882415467060789,30,30,30,0,1901-02,J.W. Pollard (9-5),1901
liberty,Big South,1,20,13,0.7410211600067831,30,30,30,0,2016-17,Ritchie McKay (20-13),2016
liberty,Big South,2,13,19,0.3362570361682653,30,30,30,0,2015-16,Ritchie McKay (13-19),2015
liberty,Big South,3,8,24,0.5667550546933124,30,30,30,0,2014-15,Dale Layer (8-24),2014
liberty,Big South,4,11,21,0.6479411286069927,30,30,30,0,2013-14,Dale Layer (11-21),2013
liberty,Big South,5,15,21,0.14944177466900033,30,30,30,1,2012-13,Dale Layer (15-21),2012
liberty,Big South,6,14,18,0.17431699834720749,30,30,30,0,2011-12,Dale Layer (14-18),2011
liberty,Big South,7,19,13,0.5832722982743509,30,30,30,0,2010-11,Dale Layer (19-13),2010
liberty,Big South,8,15,16,0.16335184187397778,30,30,30,0,2009-10,Dale Layer (15-16),2009
liberty,Big South,9,23,12,0.28039413008871805,30,30,30,0,2008-09,Ritchie McKay (23-12),2008
liberty,Big South,10,16,16,0.6899196721932421,30,30,30,0,2007-08,Ritchie McKay (16-16),2007
liberty,Big South,11,14,17,0.7239991844470469,30,30,30,0,2006-07,Randy Dunton (14-17),2006
liberty,Big South,12,7,23,0.28891266573885943,30,30,30,0,2005-06,Randy Dunton (7-23),2005
liberty,Big South,13,13,15,0.5806417754489893,30,30,30,0,2004-05,Randy Dunton (13-15),2004
liberty,Big South,14,18,15,0.8496295210657214,30,30,30,1,2003-04,Randy Dunton (18-15),2003
liberty,Big South,15,14,15,0.5197343847256038,30,30,30,0,2002-03,Randy Dunton (14-15),2002
liberty,Big South,16,5,25,0.168300785465896,30,30,30,0,2001-02,Mel Hankinson (5-25),2001
liberty,Big South,17,13,15,0.9691516366534609,30,30,30,0,2000-01,Mel Hankinson (13-15),2000
liberty,Big South,18,14,14,0.01303672571541492,30,30,30,0,1999-00,Mel Hankinson (14-14),1999
liberty,Big South,19,4,23,0.8688325010987072,30,30,30,0,1998-99,Mel Hankinson (4-23),1998
liberty,Big South,20,11,17,0.3229670910421566,30,30,30,0,1997-98,Randy Dunton (11-17),1997
liberty,Big South,21,23,9,0.8686560249153639,30,30,30,0,1996-97,Jeff Meyer (23-9),1996
liberty,Big South,22,17,12,0.09121880255729908,30,30,30,0,1995-96,Jeff Meyer (17-12),1995
liberty,Big South,23,12,16,0.15801604518137957,30,30,30,0,1994-95,Jeff Meyer (12-16),1994
liberty,Big South,24,18,12,0.43280478952987145,30,30,30,1,1993-94,Jeff Meyer (18-12),1993
liberty,Big South,25,16,14,0.12231828718488758,30,30,30,0,1992-93,Jeff Meyer (16-14),1992
liberty,Big South,26,22,7,0.7766402312181587,30,30,30,0,1991-92,Jeff Meyer (22-7),1991
liberty,Ind,27,5,23,0.0006672143656616392,30,30,30,0,1990-91,Jeff Meyer (5-23),1990
liberty,Ind,28,11,17,0.243950883044306,30,30,30,0,1989-90,Jeff Meyer (11-17),1989
liberty,Ind,29,10,17,0.26871200503465276,30,30,30,0,1988-89,Jeff Meyer (10-17),1988
long-beach-state,Big West,1,15,19,0.42500164015196695,30,30,30,0,2016-17,Dan Monson (15-19),2016
long-beach-state,Big West,2,20,15,0.6392494342963699,30,30,30,0,2015-16,Dan Monson (20-15),2015
long-beach-state,Big West,3,16,17,0.06693630386092098,30,30,30,0,2014-15,Dan Monson (16-17),2014
long-beach-state,Big West,4,15,17,0.27727215596265564,30,30,30,0,2013-14,Dan Monson (15-17),2013
long-beach-state,Big West,5,19,14,0.16959387850256258,30,30,30,0,2012-13,Dan Monson (19-14),2012
long-beach-state,Big West,6,25,9,0.36375402462858397,30,30,30,2,2011-12,Dan Monson (25-9),2011
long-beach-state,Big West,7,22,12,0.03300605101123477,30,30,30,0,2010-11,Dan Monson (22-12),2010
long-beach-state,Big West,8,17,16,0.4084581090550202,30,30,30,0,2009-10,Dan Monson (17-16),2009
long-beach-state,Big West,9,15,15,0.7771643015353622,30,30,30,0,2008-09,Dan Monson (15-15),2008
long-beach-state,Big West,10,6,25,0.4560124334871942,30,30,30,0,2007-08,Dan Monson (6-25),2007
long-beach-state,Big West,11,24,8,0.4884321701513423,30,30,30,1,2006-07,Larry Reynolds (24-8),2006
long-beach-state,Big West,12,18,12,0.5510974181201318,30,30,30,0,2005-06,Larry Reynolds (18-12),2005
long-beach-state,Big West,13,10,20,0.5482899338057853,30,30,30,0,2004-05,Larry Reynolds (10-20),2004
long-beach-state,Big West,14,6,21,0.40536087530181175,30,30,30,0,2003-04,Larry Reynolds (6-21),2003
long-beach-state,Big West,15,5,22,0.5932594611158984,30,30,30,0,2002-03,Larry Reynolds (5-22),2002
long-beach-state,Big West,16,13,17,0.728021432345074,30,30,30,0,2001-02,Wayne Morgan (13-17),2001
long-beach-state,Big West,17,18,13,0.6721299630184067,30,30,30,0,2000-01,Wayne Morgan (18-13),2000
long-beach-state,Big West,18,24,6,0.4954589115261744,30,30,30,0,1999-00,Wayne Morgan (24-6),1999
long-beach-state,Big West,19,13,15,0.5152882537568266,30,30,30,0,1998-99,Wayne Morgan (13-15),1998
long-beach-state,Big West,20,10,19,0.23209099289562085,30,30,30,0,1997-98,Wayne Morgan (10-19),1997
long-beach-state,Big West,21,13,14,0.6887540776829145,30,30,30,0,1996-97,Wayne Morgan (13-14),1996
long-beach-state,Big West,22,17,11,0.39277450786227497,30,30,30,0,1995-96,Seth Greenberg (17-11),1995
long-beach-state,Big West,23,20,10,0.521508518693851,30,30,30,1,1994-95,Seth Greenberg (20-10),1994
long-beach-state,Big West,24,17,10,0.4427119957255803,30,30,30,0,1993-94,Seth Greenberg (17-10),1993
long-beach-state,Big West,25,22,10,0.015019683461888311,30,25,30,1,1992-93,Seth Greenberg (22-10),1992
long-beach-state,Big West,26,18,12,0.13383696316209992,30,30,30,0,1991-92,Seth Greenberg (18-12),1991
long-beach-state,Big West,27,11,17,0.8580106708401197,30,30,30,0,1990-91,Seth Greenberg (11-17),1990
long-beach-state,Big West,28,23,9,0.8941237076186305,30,30,30,0,1989-90,Joe Harrington (23-9),1989
long-beach-state,Big West,29,13,15,0.7850820577607056,30,30,30,0,1988-89,Joe Harrington (13-15),1988
long-beach-state,PCAA,30,17,12,0.8058066846792241,30,30,30,0,1987-88,Joe Harrington (17-12),1987
long-beach-state,PCAA,31,12,19,0.49961690319866925,30,30,30,0,1986-87,Ron Palmer (12-19),1986
long-beach-state,PCAA,32,7,22,0.38010267395213937,30,30,30,0,1985-86,Ron Palmer (7-22),1985
long-beach-state,PCAA,33,4,23,0.9768280703012954,30,30,30,0,1984-85,Ron Palmer (4-23),1984
long-beach-state,PCAA,34,9,19,0.19178612336309375,30,30,30,0,1983-84,Dave Buss (9-19),1983
long-beach-state,PCAA,35,13,16,0.7288538825747127,30,30,30,0,1982-83,Tex Winter (13-16),1982
long-beach-state,PCAA,36,12,16,0.3245624815466578,30,30,30,0,1981-82,Tex Winter (12-16),1981
long-beach-state,PCAA,37,15,13,0.15478041892184968,30,30,30,0,1980-81,Tex Winter (15-13),1980
long-beach-state,PCAA,38,22,12,0.7377823290622298,30,30,30,0,1979-80,Tex Winter (22-12),1979
long-beach-state,PCAA,39,16,12,0.49826658644606037,30,15,30,0,1978-79,Tex Winter (16-12),1978
long-beach-state,PCAA,40,16,13,0.07718278295561287,30,30,30,0,1977-78,Dwight Jones (16-13),1977
long-beach-state,PCAA,41,21,8,0.23155347591872122,30,30,30,1,1976-77,Dwight Jones (21-8),1976
long-beach-state,PCAA,42,14,12,0.8333767667886578,30,30,30,0,1975-76,Dwight Jones (14-12),1975
